Rpeaks,Participant,Sampling_Rate,Database
88941,MIT-LongTerm_02,128,MIT-LongTerm
89013,MIT-LongTerm_02,128,MIT-LongTerm
89096,MIT-LongTerm_02,128,MIT-LongTerm
89148,MIT-LongTerm_02,128,MIT-LongTerm
89211,MIT-LongTerm_02,128,MIT-LongTerm
89317,MIT-LongTerm_02,128,MIT-LongTerm
89374,MIT-LongTerm_02,128,MIT-LongTerm
89431,MIT-LongTerm_02,128,MIT-LongTerm
89513,MIT-LongTerm_02,128,MIT-LongTerm
89575,MIT-LongTerm_02,128,MIT-LongTerm
89682,MIT-LongTerm_02,128,MIT-LongTerm
89813,MIT-LongTerm_02,128,MIT-LongTerm
89890,MIT-LongTerm_02,128,MIT-LongTerm
89977,MIT-LongTerm_02,128,MIT-LongTerm
90064,MIT-LongTerm_02,128,MIT-LongTerm
90148,MIT-LongTerm_02,128,MIT-LongTerm
90202,MIT-LongTerm_02,128,MIT-LongTerm
90269,MIT-LongTerm_02,128,MIT-LongTerm
90335,MIT-LongTerm_02,128,MIT-LongTerm
90426,MIT-LongTerm_02,128,MIT-LongTerm
90500,MIT-LongTerm_02,128,MIT-LongTerm
90573,MIT-LongTerm_02,128,MIT-LongTerm
90638,MIT-LongTerm_02,128,MIT-LongTerm
90721,MIT-LongTerm_02,128,MIT-LongTerm
90788,MIT-LongTerm_02,128,MIT-LongTerm
90853,MIT-LongTerm_02,128,MIT-LongTerm
90919,MIT-LongTerm_02,128,MIT-LongTerm
90973,MIT-LongTerm_02,128,MIT-LongTerm
91031,MIT-LongTerm_02,128,MIT-LongTerm
91102,MIT-LongTerm_02,128,MIT-LongTerm
91152,MIT-LongTerm_02,128,MIT-LongTerm
91228,MIT-LongTerm_02,128,MIT-LongTerm
91290,MIT-LongTerm_02,128,MIT-LongTerm
91358,MIT-LongTerm_02,128,MIT-LongTerm
91415,MIT-LongTerm_02,128,MIT-LongTerm
91464,MIT-LongTerm_02,128,MIT-LongTerm
91520,MIT-LongTerm_02,128,MIT-LongTerm
91580,MIT-LongTerm_02,128,MIT-LongTerm
91634,MIT-LongTerm_02,128,MIT-LongTerm
91688,MIT-LongTerm_02,128,MIT-LongTerm
91747,MIT-LongTerm_02,128,MIT-LongTerm
91802,MIT-LongTerm_02,128,MIT-LongTerm
91866,MIT-LongTerm_02,128,MIT-LongTerm
91932,MIT-LongTerm_02,128,MIT-LongTerm
92042,MIT-LongTerm_02,128,MIT-LongTerm
92152,MIT-LongTerm_02,128,MIT-LongTerm
92269,MIT-LongTerm_02,128,MIT-LongTerm
92331,MIT-LongTerm_02,128,MIT-LongTerm
92393,MIT-LongTerm_02,128,MIT-LongTerm
92491,MIT-LongTerm_02,128,MIT-LongTerm
92566,MIT-LongTerm_02,128,MIT-LongTerm
92640,MIT-LongTerm_02,128,MIT-LongTerm
92718,MIT-LongTerm_02,128,MIT-LongTerm
92778,MIT-LongTerm_02,128,MIT-LongTerm
92833,MIT-LongTerm_02,128,MIT-LongTerm
92882,MIT-LongTerm_02,128,MIT-LongTerm
92959,MIT-LongTerm_02,128,MIT-LongTerm
93016,MIT-LongTerm_02,128,MIT-LongTerm
93075,MIT-LongTerm_02,128,MIT-LongTerm
93124,MIT-LongTerm_02,128,MIT-LongTerm
93176,MIT-LongTerm_02,128,MIT-LongTerm
93229,MIT-LongTerm_02,128,MIT-LongTerm
93282,MIT-LongTerm_02,128,MIT-LongTerm
93357,MIT-LongTerm_02,128,MIT-LongTerm
93464,MIT-LongTerm_02,128,MIT-LongTerm
93560,MIT-LongTerm_02,128,MIT-LongTerm
93626,MIT-LongTerm_02,128,MIT-LongTerm
93686,MIT-LongTerm_02,128,MIT-LongTerm
93755,MIT-LongTerm_02,128,MIT-LongTerm
93864,MIT-LongTerm_02,128,MIT-LongTerm
93941,MIT-LongTerm_02,128,MIT-LongTerm
93994,MIT-LongTerm_02,128,MIT-LongTerm
94097,MIT-LongTerm_02,128,MIT-LongTerm
94185,MIT-LongTerm_02,128,MIT-LongTerm
94255,MIT-LongTerm_02,128,MIT-LongTerm
94310,MIT-LongTerm_02,128,MIT-LongTerm
94365,MIT-LongTerm_02,128,MIT-LongTerm
94418,MIT-LongTerm_02,128,MIT-LongTerm
94482,MIT-LongTerm_02,128,MIT-LongTerm
94585,MIT-LongTerm_02,128,MIT-LongTerm
94693,MIT-LongTerm_02,128,MIT-LongTerm
94750,MIT-LongTerm_02,128,MIT-LongTerm
94818,MIT-LongTerm_02,128,MIT-LongTerm
94885,MIT-LongTerm_02,128,MIT-LongTerm
94984,MIT-LongTerm_02,128,MIT-LongTerm
95050,MIT-LongTerm_02,128,MIT-LongTerm
95111,MIT-LongTerm_02,128,MIT-LongTerm
95194,MIT-LongTerm_02,128,MIT-LongTerm
95248,MIT-LongTerm_02,128,MIT-LongTerm
95330,MIT-LongTerm_02,128,MIT-LongTerm
95407,MIT-LongTerm_02,128,MIT-LongTerm
95511,MIT-LongTerm_02,128,MIT-LongTerm
95568,MIT-LongTerm_02,128,MIT-LongTerm
95628,MIT-LongTerm_02,128,MIT-LongTerm
95747,MIT-LongTerm_02,128,MIT-LongTerm
95822,MIT-LongTerm_02,128,MIT-LongTerm
95920,MIT-LongTerm_02,128,MIT-LongTerm
95979,MIT-LongTerm_02,128,MIT-LongTerm
96037,MIT-LongTerm_02,128,MIT-LongTerm
96126,MIT-LongTerm_02,128,MIT-LongTerm
96235,MIT-LongTerm_02,128,MIT-LongTerm
96309,MIT-LongTerm_02,128,MIT-LongTerm
96384,MIT-LongTerm_02,128,MIT-LongTerm
96471,MIT-LongTerm_02,128,MIT-LongTerm
96523,MIT-LongTerm_02,128,MIT-LongTerm
96594,MIT-LongTerm_02,128,MIT-LongTerm
96661,MIT-LongTerm_02,128,MIT-LongTerm
96751,MIT-LongTerm_02,128,MIT-LongTerm
96808,MIT-LongTerm_02,128,MIT-LongTerm
96878,MIT-LongTerm_02,128,MIT-LongTerm
96937,MIT-LongTerm_02,128,MIT-LongTerm
97042,MIT-LongTerm_02,128,MIT-LongTerm
97119,MIT-LongTerm_02,128,MIT-LongTerm
97222,MIT-LongTerm_02,128,MIT-LongTerm
97309,MIT-LongTerm_02,128,MIT-LongTerm
97375,MIT-LongTerm_02,128,MIT-LongTerm
97447,MIT-LongTerm_02,128,MIT-LongTerm
97504,MIT-LongTerm_02,128,MIT-LongTerm
97587,MIT-LongTerm_02,128,MIT-LongTerm
97672,MIT-LongTerm_02,128,MIT-LongTerm
97725,MIT-LongTerm_02,128,MIT-LongTerm
97803,MIT-LongTerm_02,128,MIT-LongTerm
97874,MIT-LongTerm_02,128,MIT-LongTerm
97952,MIT-LongTerm_02,128,MIT-LongTerm
98015,MIT-LongTerm_02,128,MIT-LongTerm
98076,MIT-LongTerm_02,128,MIT-LongTerm
98147,MIT-LongTerm_02,128,MIT-LongTerm
98215,MIT-LongTerm_02,128,MIT-LongTerm
98360,MIT-LongTerm_02,128,MIT-LongTerm
98431,MIT-LongTerm_02,128,MIT-LongTerm
98501,MIT-LongTerm_02,128,MIT-LongTerm
98571,MIT-LongTerm_02,128,MIT-LongTerm
98646,MIT-LongTerm_02,128,MIT-LongTerm
98755,MIT-LongTerm_02,128,MIT-LongTerm
98922,MIT-LongTerm_02,128,MIT-LongTerm
98983,MIT-LongTerm_02,128,MIT-LongTerm
99056,MIT-LongTerm_02,128,MIT-LongTerm
99110,MIT-LongTerm_02,128,MIT-LongTerm
99212,MIT-LongTerm_02,128,MIT-LongTerm
99293,MIT-LongTerm_02,128,MIT-LongTerm
99368,MIT-LongTerm_02,128,MIT-LongTerm
99444,MIT-LongTerm_02,128,MIT-LongTerm
99497,MIT-LongTerm_02,128,MIT-LongTerm
99591,MIT-LongTerm_02,128,MIT-LongTerm
99687,MIT-LongTerm_02,128,MIT-LongTerm
99759,MIT-LongTerm_02,128,MIT-LongTerm
99831,MIT-LongTerm_02,128,MIT-LongTerm
99890,MIT-LongTerm_02,128,MIT-LongTerm
99983,MIT-LongTerm_02,128,MIT-LongTerm
100042,MIT-LongTerm_02,128,MIT-LongTerm
100179,MIT-LongTerm_02,128,MIT-LongTerm
100240,MIT-LongTerm_02,128,MIT-LongTerm
100312,MIT-LongTerm_02,128,MIT-LongTerm
100398,MIT-LongTerm_02,128,MIT-LongTerm
100453,MIT-LongTerm_02,128,MIT-LongTerm
100549,MIT-LongTerm_02,128,MIT-LongTerm
100607,MIT-LongTerm_02,128,MIT-LongTerm
100671,MIT-LongTerm_02,128,MIT-LongTerm
100732,MIT-LongTerm_02,128,MIT-LongTerm
100824,MIT-LongTerm_02,128,MIT-LongTerm
100903,MIT-LongTerm_02,128,MIT-LongTerm
100978,MIT-LongTerm_02,128,MIT-LongTerm
101065,MIT-LongTerm_02,128,MIT-LongTerm
101134,MIT-LongTerm_02,128,MIT-LongTerm
101202,MIT-LongTerm_02,128,MIT-LongTerm
101289,MIT-LongTerm_02,128,MIT-LongTerm
101350,MIT-LongTerm_02,128,MIT-LongTerm
101453,MIT-LongTerm_02,128,MIT-LongTerm
101533,MIT-LongTerm_02,128,MIT-LongTerm
101607,MIT-LongTerm_02,128,MIT-LongTerm
101676,MIT-LongTerm_02,128,MIT-LongTerm
101739,MIT-LongTerm_02,128,MIT-LongTerm
101815,MIT-LongTerm_02,128,MIT-LongTerm
101868,MIT-LongTerm_02,128,MIT-LongTerm
101946,MIT-LongTerm_02,128,MIT-LongTerm
102003,MIT-LongTerm_02,128,MIT-LongTerm
102063,MIT-LongTerm_02,128,MIT-LongTerm
102118,MIT-LongTerm_02,128,MIT-LongTerm
102234,MIT-LongTerm_02,128,MIT-LongTerm
102300,MIT-LongTerm_02,128,MIT-LongTerm
102353,MIT-LongTerm_02,128,MIT-LongTerm
102418,MIT-LongTerm_02,128,MIT-LongTerm
102500,MIT-LongTerm_02,128,MIT-LongTerm
102555,MIT-LongTerm_02,128,MIT-LongTerm
102621,MIT-LongTerm_02,128,MIT-LongTerm
102702,MIT-LongTerm_02,128,MIT-LongTerm
102758,MIT-LongTerm_02,128,MIT-LongTerm
102835,MIT-LongTerm_02,128,MIT-LongTerm
102925,MIT-LongTerm_02,128,MIT-LongTerm
103030,MIT-LongTerm_02,128,MIT-LongTerm
103337,MIT-LongTerm_02,128,MIT-LongTerm
103394,MIT-LongTerm_02,128,MIT-LongTerm
103453,MIT-LongTerm_02,128,MIT-LongTerm
103543,MIT-LongTerm_02,128,MIT-LongTerm
103597,MIT-LongTerm_02,128,MIT-LongTerm
103675,MIT-LongTerm_02,128,MIT-LongTerm
103755,MIT-LongTerm_02,128,MIT-LongTerm
103835,MIT-LongTerm_02,128,MIT-LongTerm
103919,MIT-LongTerm_02,128,MIT-LongTerm
104010,MIT-LongTerm_02,128,MIT-LongTerm
104087,MIT-LongTerm_02,128,MIT-LongTerm
104178,MIT-LongTerm_02,128,MIT-LongTerm
104267,MIT-LongTerm_02,128,MIT-LongTerm
104335,MIT-LongTerm_02,128,MIT-LongTerm
104390,MIT-LongTerm_02,128,MIT-LongTerm
104446,MIT-LongTerm_02,128,MIT-LongTerm
104543,MIT-LongTerm_02,128,MIT-LongTerm
104624,MIT-LongTerm_02,128,MIT-LongTerm
104713,MIT-LongTerm_02,128,MIT-LongTerm
104773,MIT-LongTerm_02,128,MIT-LongTerm
104850,MIT-LongTerm_02,128,MIT-LongTerm
104926,MIT-LongTerm_02,128,MIT-LongTerm
104999,MIT-LongTerm_02,128,MIT-LongTerm
105054,MIT-LongTerm_02,128,MIT-LongTerm
105107,MIT-LongTerm_02,128,MIT-LongTerm
105177,MIT-LongTerm_02,128,MIT-LongTerm
105258,MIT-LongTerm_02,128,MIT-LongTerm
105316,MIT-LongTerm_02,128,MIT-LongTerm
105375,MIT-LongTerm_02,128,MIT-LongTerm
105439,MIT-LongTerm_02,128,MIT-LongTerm
105519,MIT-LongTerm_02,128,MIT-LongTerm
105608,MIT-LongTerm_02,128,MIT-LongTerm
105680,MIT-LongTerm_02,128,MIT-LongTerm
105761,MIT-LongTerm_02,128,MIT-LongTerm
105841,MIT-LongTerm_02,128,MIT-LongTerm
105894,MIT-LongTerm_02,128,MIT-LongTerm
105992,MIT-LongTerm_02,128,MIT-LongTerm
106058,MIT-LongTerm_02,128,MIT-LongTerm
106129,MIT-LongTerm_02,128,MIT-LongTerm
106213,MIT-LongTerm_02,128,MIT-LongTerm
106299,MIT-LongTerm_02,128,MIT-LongTerm
106404,MIT-LongTerm_02,128,MIT-LongTerm
106467,MIT-LongTerm_02,128,MIT-LongTerm
106531,MIT-LongTerm_02,128,MIT-LongTerm
106617,MIT-LongTerm_02,128,MIT-LongTerm
106730,MIT-LongTerm_02,128,MIT-LongTerm
106808,MIT-LongTerm_02,128,MIT-LongTerm
106879,MIT-LongTerm_02,128,MIT-LongTerm
106937,MIT-LongTerm_02,128,MIT-LongTerm
107002,MIT-LongTerm_02,128,MIT-LongTerm
107055,MIT-LongTerm_02,128,MIT-LongTerm
107122,MIT-LongTerm_02,128,MIT-LongTerm
107207,MIT-LongTerm_02,128,MIT-LongTerm
107259,MIT-LongTerm_02,128,MIT-LongTerm
107358,MIT-LongTerm_02,128,MIT-LongTerm
107415,MIT-LongTerm_02,128,MIT-LongTerm
107491,MIT-LongTerm_02,128,MIT-LongTerm
107570,MIT-LongTerm_02,128,MIT-LongTerm
107670,MIT-LongTerm_02,128,MIT-LongTerm
107745,MIT-LongTerm_02,128,MIT-LongTerm
107810,MIT-LongTerm_02,128,MIT-LongTerm
107886,MIT-LongTerm_02,128,MIT-LongTerm
107973,MIT-LongTerm_02,128,MIT-LongTerm
108049,MIT-LongTerm_02,128,MIT-LongTerm
108146,MIT-LongTerm_02,128,MIT-LongTerm
108266,MIT-LongTerm_02,128,MIT-LongTerm
108335,MIT-LongTerm_02,128,MIT-LongTerm
108442,MIT-LongTerm_02,128,MIT-LongTerm
108499,MIT-LongTerm_02,128,MIT-LongTerm
108578,MIT-LongTerm_02,128,MIT-LongTerm
108631,MIT-LongTerm_02,128,MIT-LongTerm
108727,MIT-LongTerm_02,128,MIT-LongTerm
108807,MIT-LongTerm_02,128,MIT-LongTerm
108868,MIT-LongTerm_02,128,MIT-LongTerm
108924,MIT-LongTerm_02,128,MIT-LongTerm
108994,MIT-LongTerm_02,128,MIT-LongTerm
109061,MIT-LongTerm_02,128,MIT-LongTerm
109145,MIT-LongTerm_02,128,MIT-LongTerm
109221,MIT-LongTerm_02,128,MIT-LongTerm
109302,MIT-LongTerm_02,128,MIT-LongTerm
109357,MIT-LongTerm_02,128,MIT-LongTerm
109417,MIT-LongTerm_02,128,MIT-LongTerm
109497,MIT-LongTerm_02,128,MIT-LongTerm
109581,MIT-LongTerm_02,128,MIT-LongTerm
109639,MIT-LongTerm_02,128,MIT-LongTerm
109742,MIT-LongTerm_02,128,MIT-LongTerm
109839,MIT-LongTerm_02,128,MIT-LongTerm
109928,MIT-LongTerm_02,128,MIT-LongTerm
109986,MIT-LongTerm_02,128,MIT-LongTerm
110047,MIT-LongTerm_02,128,MIT-LongTerm
110100,MIT-LongTerm_02,128,MIT-LongTerm
110170,MIT-LongTerm_02,128,MIT-LongTerm
110252,MIT-LongTerm_02,128,MIT-LongTerm
110306,MIT-LongTerm_02,128,MIT-LongTerm
110364,MIT-LongTerm_02,128,MIT-LongTerm
110431,MIT-LongTerm_02,128,MIT-LongTerm
110514,MIT-LongTerm_02,128,MIT-LongTerm
110599,MIT-LongTerm_02,128,MIT-LongTerm
110685,MIT-LongTerm_02,128,MIT-LongTerm
110748,MIT-LongTerm_02,128,MIT-LongTerm
110845,MIT-LongTerm_02,128,MIT-LongTerm
110906,MIT-LongTerm_02,128,MIT-LongTerm
110949,MIT-LongTerm_02,128,MIT-LongTerm
111014,MIT-LongTerm_02,128,MIT-LongTerm
111082,MIT-LongTerm_02,128,MIT-LongTerm
111147,MIT-LongTerm_02,128,MIT-LongTerm
111201,MIT-LongTerm_02,128,MIT-LongTerm
111256,MIT-LongTerm_02,128,MIT-LongTerm
111314,MIT-LongTerm_02,128,MIT-LongTerm
111418,MIT-LongTerm_02,128,MIT-LongTerm
111503,MIT-LongTerm_02,128,MIT-LongTerm
111584,MIT-LongTerm_02,128,MIT-LongTerm
111667,MIT-LongTerm_02,128,MIT-LongTerm
111745,MIT-LongTerm_02,128,MIT-LongTerm
111842,MIT-LongTerm_02,128,MIT-LongTerm
111910,MIT-LongTerm_02,128,MIT-LongTerm
111969,MIT-LongTerm_02,128,MIT-LongTerm
112050,MIT-LongTerm_02,128,MIT-LongTerm
112148,MIT-LongTerm_02,128,MIT-LongTerm
112203,MIT-LongTerm_02,128,MIT-LongTerm
112305,MIT-LongTerm_02,128,MIT-LongTerm
112390,MIT-LongTerm_02,128,MIT-LongTerm
112450,MIT-LongTerm_02,128,MIT-LongTerm
112542,MIT-LongTerm_02,128,MIT-LongTerm
112596,MIT-LongTerm_02,128,MIT-LongTerm
112641,MIT-LongTerm_02,128,MIT-LongTerm
112731,MIT-LongTerm_02,128,MIT-LongTerm
112786,MIT-LongTerm_02,128,MIT-LongTerm
112833,MIT-LongTerm_02,128,MIT-LongTerm
112888,MIT-LongTerm_02,128,MIT-LongTerm
112942,MIT-LongTerm_02,128,MIT-LongTerm
112994,MIT-LongTerm_02,128,MIT-LongTerm
113064,MIT-LongTerm_02,128,MIT-LongTerm
113141,MIT-LongTerm_02,128,MIT-LongTerm
113271,MIT-LongTerm_02,128,MIT-LongTerm
113418,MIT-LongTerm_02,128,MIT-LongTerm
113483,MIT-LongTerm_02,128,MIT-LongTerm
113603,MIT-LongTerm_02,128,MIT-LongTerm
113673,MIT-LongTerm_02,128,MIT-LongTerm
113735,MIT-LongTerm_02,128,MIT-LongTerm
113808,MIT-LongTerm_02,128,MIT-LongTerm
113918,MIT-LongTerm_02,128,MIT-LongTerm
113995,MIT-LongTerm_02,128,MIT-LongTerm
114062,MIT-LongTerm_02,128,MIT-LongTerm
114152,MIT-LongTerm_02,128,MIT-LongTerm
114249,MIT-LongTerm_02,128,MIT-LongTerm
114307,MIT-LongTerm_02,128,MIT-LongTerm
114410,MIT-LongTerm_02,128,MIT-LongTerm
114485,MIT-LongTerm_02,128,MIT-LongTerm
114563,MIT-LongTerm_02,128,MIT-LongTerm
114638,MIT-LongTerm_02,128,MIT-LongTerm
114715,MIT-LongTerm_02,128,MIT-LongTerm
114777,MIT-LongTerm_02,128,MIT-LongTerm
114858,MIT-LongTerm_02,128,MIT-LongTerm
114916,MIT-LongTerm_02,128,MIT-LongTerm
115001,MIT-LongTerm_02,128,MIT-LongTerm
115063,MIT-LongTerm_02,128,MIT-LongTerm
115113,MIT-LongTerm_02,128,MIT-LongTerm
115223,MIT-LongTerm_02,128,MIT-LongTerm
115307,MIT-LongTerm_02,128,MIT-LongTerm
115378,MIT-LongTerm_02,128,MIT-LongTerm
115450,MIT-LongTerm_02,128,MIT-LongTerm
115541,MIT-LongTerm_02,128,MIT-LongTerm
115607,MIT-LongTerm_02,128,MIT-LongTerm
115689,MIT-LongTerm_02,128,MIT-LongTerm
115760,MIT-LongTerm_02,128,MIT-LongTerm
115854,MIT-LongTerm_02,128,MIT-LongTerm
115943,MIT-LongTerm_02,128,MIT-LongTerm
116022,MIT-LongTerm_02,128,MIT-LongTerm
116114,MIT-LongTerm_02,128,MIT-LongTerm
116171,MIT-LongTerm_02,128,MIT-LongTerm
116284,MIT-LongTerm_02,128,MIT-LongTerm
116360,MIT-LongTerm_02,128,MIT-LongTerm
116427,MIT-LongTerm_02,128,MIT-LongTerm
116517,MIT-LongTerm_02,128,MIT-LongTerm
116574,MIT-LongTerm_02,128,MIT-LongTerm
116634,MIT-LongTerm_02,128,MIT-LongTerm
116716,MIT-LongTerm_02,128,MIT-LongTerm
116808,MIT-LongTerm_02,128,MIT-LongTerm
116864,MIT-LongTerm_02,128,MIT-LongTerm
116937,MIT-LongTerm_02,128,MIT-LongTerm
117007,MIT-LongTerm_02,128,MIT-LongTerm
117070,MIT-LongTerm_02,128,MIT-LongTerm
117127,MIT-LongTerm_02,128,MIT-LongTerm
117181,MIT-LongTerm_02,128,MIT-LongTerm
117233,MIT-LongTerm_02,128,MIT-LongTerm
117339,MIT-LongTerm_02,128,MIT-LongTerm
117399,MIT-LongTerm_02,128,MIT-LongTerm
117468,MIT-LongTerm_02,128,MIT-LongTerm
117548,MIT-LongTerm_02,128,MIT-LongTerm
117631,MIT-LongTerm_02,128,MIT-LongTerm
117702,MIT-LongTerm_02,128,MIT-LongTerm
117777,MIT-LongTerm_02,128,MIT-LongTerm
117866,MIT-LongTerm_02,128,MIT-LongTerm
117937,MIT-LongTerm_02,128,MIT-LongTerm
117985,MIT-LongTerm_02,128,MIT-LongTerm
118069,MIT-LongTerm_02,128,MIT-LongTerm
118146,MIT-LongTerm_02,128,MIT-LongTerm
118236,MIT-LongTerm_02,128,MIT-LongTerm
118301,MIT-LongTerm_02,128,MIT-LongTerm
118355,MIT-LongTerm_02,128,MIT-LongTerm
118410,MIT-LongTerm_02,128,MIT-LongTerm
118499,MIT-LongTerm_02,128,MIT-LongTerm
118576,MIT-LongTerm_02,128,MIT-LongTerm
118656,MIT-LongTerm_02,128,MIT-LongTerm
118709,MIT-LongTerm_02,128,MIT-LongTerm
118786,MIT-LongTerm_02,128,MIT-LongTerm
118841,MIT-LongTerm_02,128,MIT-LongTerm
118899,MIT-LongTerm_02,128,MIT-LongTerm
118972,MIT-LongTerm_02,128,MIT-LongTerm
119054,MIT-LongTerm_02,128,MIT-LongTerm
119134,MIT-LongTerm_02,128,MIT-LongTerm
119201,MIT-LongTerm_02,128,MIT-LongTerm
119255,MIT-LongTerm_02,128,MIT-LongTerm
119309,MIT-LongTerm_02,128,MIT-LongTerm
119369,MIT-LongTerm_02,128,MIT-LongTerm
119420,MIT-LongTerm_02,128,MIT-LongTerm
119470,MIT-LongTerm_02,128,MIT-LongTerm
119520,MIT-LongTerm_02,128,MIT-LongTerm
119587,MIT-LongTerm_02,128,MIT-LongTerm
119659,MIT-LongTerm_02,128,MIT-LongTerm
119717,MIT-LongTerm_02,128,MIT-LongTerm
119802,MIT-LongTerm_02,128,MIT-LongTerm
119861,MIT-LongTerm_02,128,MIT-LongTerm
119918,MIT-LongTerm_02,128,MIT-LongTerm
119998,MIT-LongTerm_02,128,MIT-LongTerm
120065,MIT-LongTerm_02,128,MIT-LongTerm
120135,MIT-LongTerm_02,128,MIT-LongTerm
120217,MIT-LongTerm_02,128,MIT-LongTerm
120290,MIT-LongTerm_02,128,MIT-LongTerm
120349,MIT-LongTerm_02,128,MIT-LongTerm
120432,MIT-LongTerm_02,128,MIT-LongTerm
120514,MIT-LongTerm_02,128,MIT-LongTerm
120578,MIT-LongTerm_02,128,MIT-LongTerm
120638,MIT-LongTerm_02,128,MIT-LongTerm
120716,MIT-LongTerm_02,128,MIT-LongTerm
120811,MIT-LongTerm_02,128,MIT-LongTerm
120876,MIT-LongTerm_02,128,MIT-LongTerm
120974,MIT-LongTerm_02,128,MIT-LongTerm
121035,MIT-LongTerm_02,128,MIT-LongTerm
121099,MIT-LongTerm_02,128,MIT-LongTerm
121171,MIT-LongTerm_02,128,MIT-LongTerm
121233,MIT-LongTerm_02,128,MIT-LongTerm
121293,MIT-LongTerm_02,128,MIT-LongTerm
121389,MIT-LongTerm_02,128,MIT-LongTerm
121477,MIT-LongTerm_02,128,MIT-LongTerm
121574,MIT-LongTerm_02,128,MIT-LongTerm
121678,MIT-LongTerm_02,128,MIT-LongTerm
121731,MIT-LongTerm_02,128,MIT-LongTerm
121796,MIT-LongTerm_02,128,MIT-LongTerm
121858,MIT-LongTerm_02,128,MIT-LongTerm
121943,MIT-LongTerm_02,128,MIT-LongTerm
122023,MIT-LongTerm_02,128,MIT-LongTerm
122105,MIT-LongTerm_02,128,MIT-LongTerm
122161,MIT-LongTerm_02,128,MIT-LongTerm
122238,MIT-LongTerm_02,128,MIT-LongTerm
122290,MIT-LongTerm_02,128,MIT-LongTerm
122362,MIT-LongTerm_02,128,MIT-LongTerm
122417,MIT-LongTerm_02,128,MIT-LongTerm
122488,MIT-LongTerm_02,128,MIT-LongTerm
122581,MIT-LongTerm_02,128,MIT-LongTerm
122667,MIT-LongTerm_02,128,MIT-LongTerm
122726,MIT-LongTerm_02,128,MIT-LongTerm
122818,MIT-LongTerm_02,128,MIT-LongTerm
122881,MIT-LongTerm_02,128,MIT-LongTerm
122937,MIT-LongTerm_02,128,MIT-LongTerm
123023,MIT-LongTerm_02,128,MIT-LongTerm
123082,MIT-LongTerm_02,128,MIT-LongTerm
123148,MIT-LongTerm_02,128,MIT-LongTerm
123214,MIT-LongTerm_02,128,MIT-LongTerm
123270,MIT-LongTerm_02,128,MIT-LongTerm
123327,MIT-LongTerm_02,128,MIT-LongTerm
123381,MIT-LongTerm_02,128,MIT-LongTerm
123477,MIT-LongTerm_02,128,MIT-LongTerm
123533,MIT-LongTerm_02,128,MIT-LongTerm
123596,MIT-LongTerm_02,128,MIT-LongTerm
123685,MIT-LongTerm_02,128,MIT-LongTerm
123766,MIT-LongTerm_02,128,MIT-LongTerm
123819,MIT-LongTerm_02,128,MIT-LongTerm
123895,MIT-LongTerm_02,128,MIT-LongTerm
123968,MIT-LongTerm_02,128,MIT-LongTerm
124020,MIT-LongTerm_02,128,MIT-LongTerm
124130,MIT-LongTerm_02,128,MIT-LongTerm
124197,MIT-LongTerm_02,128,MIT-LongTerm
124281,MIT-LongTerm_02,128,MIT-LongTerm
124369,MIT-LongTerm_02,128,MIT-LongTerm
124451,MIT-LongTerm_02,128,MIT-LongTerm
124514,MIT-LongTerm_02,128,MIT-LongTerm
124575,MIT-LongTerm_02,128,MIT-LongTerm
124634,MIT-LongTerm_02,128,MIT-LongTerm
124707,MIT-LongTerm_02,128,MIT-LongTerm
124775,MIT-LongTerm_02,128,MIT-LongTerm
124829,MIT-LongTerm_02,128,MIT-LongTerm
124888,MIT-LongTerm_02,128,MIT-LongTerm
124968,MIT-LongTerm_02,128,MIT-LongTerm
125038,MIT-LongTerm_02,128,MIT-LongTerm
125098,MIT-LongTerm_02,128,MIT-LongTerm
125155,MIT-LongTerm_02,128,MIT-LongTerm
125242,MIT-LongTerm_02,128,MIT-LongTerm
125317,MIT-LongTerm_02,128,MIT-LongTerm
125394,MIT-LongTerm_02,128,MIT-LongTerm
125476,MIT-LongTerm_02,128,MIT-LongTerm
125554,MIT-LongTerm_02,128,MIT-LongTerm
125618,MIT-LongTerm_02,128,MIT-LongTerm
125687,MIT-LongTerm_02,128,MIT-LongTerm
125749,MIT-LongTerm_02,128,MIT-LongTerm
125809,MIT-LongTerm_02,128,MIT-LongTerm
125862,MIT-LongTerm_02,128,MIT-LongTerm
125918,MIT-LongTerm_02,128,MIT-LongTerm
125985,MIT-LongTerm_02,128,MIT-LongTerm
126034,MIT-LongTerm_02,128,MIT-LongTerm
126090,MIT-LongTerm_02,128,MIT-LongTerm
126213,MIT-LongTerm_02,128,MIT-LongTerm
126280,MIT-LongTerm_02,128,MIT-LongTerm
126353,MIT-LongTerm_02,128,MIT-LongTerm
126434,MIT-LongTerm_02,128,MIT-LongTerm
126506,MIT-LongTerm_02,128,MIT-LongTerm
126566,MIT-LongTerm_02,128,MIT-LongTerm
126663,MIT-LongTerm_02,128,MIT-LongTerm
126725,MIT-LongTerm_02,128,MIT-LongTerm
126806,MIT-LongTerm_02,128,MIT-LongTerm
126898,MIT-LongTerm_02,128,MIT-LongTerm
126976,MIT-LongTerm_02,128,MIT-LongTerm
127054,MIT-LongTerm_02,128,MIT-LongTerm
127137,MIT-LongTerm_02,128,MIT-LongTerm
127226,MIT-LongTerm_02,128,MIT-LongTerm
127299,MIT-LongTerm_02,128,MIT-LongTerm
